Sample #	Date	Start Time	Sample Temp (C)	Sample Pressure (kPa)	Mean Free Path (m)	Gas Viscosity (Pa*s)	Diameter Midpoint	 14.6	 15.1	 15.7	 16.3	 16.8	 17.5	 18.1	 18.8	 19.5	 20.2	 20.9	 21.7	 22.5	 23.3	 24.1	 25.0	 25.9	 26.9	 27.9	 28.9	 30.0	 31.1	 32.2	 33.4	 34.6	 35.9	 37.2	 38.5	 40.0	 41.4	 42.9	 44.5	 46.1	 47.8	 49.6	 51.4	 53.3	 55.2	 57.3	 59.4	 61.5	 63.8	 66.1	 68.5	 71.0	 73.7	 76.4	 79.1	 82.0	 85.1	 88.2	 91.4	 94.7	 98.2	101.8	105.5	109.4	113.4	117.6	121.9	126.3	131.0	135.8	140.7	145.9	151.2	156.8	162.5	168.5	174.7	181.1	187.7	194.6	201.7	209.1	216.7	224.7	232.9	241.4	250.3	259.5	269.0	278.8	289.0	299.6	310.6	322.0	333.8	346.0	358.7	371.8	385.4	399.5	414.2	429.4	445.1	461.4	478.3	495.8	514.0	532.8	552.3	572.5	593.5	615.3	637.8	661.2	Scan Up Time(s)	Retrace Time(s)	Down Scan First	Scans Per Sample	Impactor Type(cm)	Sheath Flow(lpm)	Aerosol Flow(lpm)	CPC Inlet Flow(lpm)	CPC Sample Flow(lpm)	Low Voltage	High Voltage	Lower Size(nm)	Upper Size(nm)	Density(g/cc)	Title	Status Flag	td(s)	tf(s)	D50(nm)	Median(nm)	Mean(nm)	Geo. Mean(nm)	Mode(nm)	Geo. Std. Dev.	Total Conc.(#/cm³)	Comment
20	11/11/21	16:11:17						122.589	0	0	0	0	0	0	0	0	0	0	82.7857	0	0	74.8261	39.1916	32.5331	0	66.2814	64.5787	0	182.78	0	115.329	0	109.466	107.13	104.167	51.0244	347.746	295.69	111.305	319.234	859.725	1181.54	977.361	1501.41	1834.95	1884.95	2418.83	3291.36	3217.86	4547.88	5257.42	7179.41	7677.95	8032.64	8394.53	9453.16	9840.61	11639.2	13676	14029.8	15051.5	16302.5	15948.3	17118.8	18348.5	18893.2	19198.1	19535.3	18382	18075.3	17511.4	18770.3	18959.6	17813.3	18764.1	18059.1	15343	14721.9	12549.1	11337.4	10412	10722.7	10591.1	9943.26	9681.68	9142.53	8888.36	7194	7142.53	6326.51	5486.51	4248.06	3919.5	3690.71	3003.1	2564.01	1685.48	1402.78	1303.6	1208.38	1035.88	886.714	751.653	413.132	514.623	527.712	442.154	300.15	431.658	272.126	381.189	212.661	227.786	122.248	120	120	FALSE	1	None	3	0.3	0.3	0.3	10.2268	9581.11	14.3301	673.17	0.9		Normal Scan	6.03333	7.52082	1000	137.304	154.588	139.658	126.346	1.56128	9138.79	
21	11/11/21	16:15:17						0	0	0	0	0	0	0	0	0	0	0	0	80.1489	0	0	0	0	0	0	0	62.4406	121.853	59.4842	0	112.74	150.217	67.2482	52.0837	51.0244	99.3561	97.4257	0	93.2011	276.719	392.578	532.038	477.512	382.515	721.571	762.386	1032.89	946.296	1309.07	1788.83	1722.9	2022.73	2460.16	3001.29	2883.83	3451.46	3919.05	2863.89	4292.23	3955.36	4768.4	4674.66	5378.69	5042.91	5542.14	6492.37	5847.59	6223.67	6852.81	7430.13	6588.59	6838.23	6693.53	6758.6	5759.98	6294	5274.05	6005.12	4852.05	5002.56	4673.31	4593.02	3604.45	3478.86	3843.48	2799.3	2638.78	2651.63	2034.48	1407.98	1379.34	1496.59	1292.41	1069.72	836.928	694.166	523.716	416.9	333.141	379.1	302.282	304.456	255.719	104.418	158.825	198.569	237.52	68.0373	158.222	57.8277	176.194	180.435	61.1242	120	120	FALSE	1	None	3	0.3	0.3	0.3	10.2268	9581.11	14.3301	673.17	0.9		Normal Scan	6.03333	7.52082	1000	144.911	159.97	144.776	140.746	1.56082	3140.21	
22	11/11/21	16:20:57						0	0	0	0	0	0	0	2016.1	36519.4	215510	710717	1.25773e+006	1.51781e+006	1.82287e+006	2.19754e+006	2.70857e+006	3.33355e+006	4.08061e+006	4.76654e+006	5.56196e+006	6.30563e+006	6.98046e+006	7.81025e+006	8.42665e+006	9.17434e+006	9.82585e+006	1.05073e+007	1.10436e+007	1.14359e+007	1.16017e+007	1.17475e+007	1.15786e+007	1.12666e+007	1.06964e+007	1.00261e+007	9.31491e+006	8.49942e+006	7.70451e+006	6.82871e+006	5.93668e+006	5.01167e+006	4.25405e+006	3.45127e+006	2.81555e+006	2.19782e+006	1.73971e+006	1.31885e+006	1.00369e+006	737070	533085	396366	288051	204824	150921	107057	80069.5	61241.6	45470.3	36300.4	29861.7	23346.1	20952.9	19567.8	16845.5	16047.9	15218	13877.3	14469.6	12312.6	12410.1	11999.3	12595.4	11859.9	10866.4	11611.5	12223.6	12274.6	10746.1	10716.8	11810	11691.4	10226.9	9568.75	9515.81	9394.02	9457.99	8832.8	9071.59	7771.74	8305.91	9087.73	6457.66	6795.98	6428.81	5005.1	5795.06	5983.15	5440.87	5149.6	4625.97	4652.67	4561.72	4051.09	4667.47	3888.24	3599.88	3402.03	120	120	FALSE	1	None	3	0.3	0.3	0.3	10.2268	9581.11	14.3301	673.17	0.9		Normal Scan	6.03333	7.52082	1000	41.9969	44.0764	42.0143	42.9351	1.3476	3.74767e+006	
23	11/11/21	16:25:00						122.589	0	227.382	328.707	148.758	544.511	220.865	211.727	13196.1	110622	472518	1.16241e+006	1.58961e+006	2.00455e+006	2.50137e+006	3.10063e+006	3.76042e+006	4.63735e+006	5.43833e+006	6.32163e+006	7.24518e+006	8.21633e+006	9.21732e+006	1.01087e+007	1.10915e+007	1.17712e+007	1.25218e+007	1.29466e+007	1.34255e+007	1.36996e+007	1.38014e+007	1.36576e+007	1.34079e+007	1.28101e+007	1.20559e+007	1.12763e+007	1.04301e+007	9.45208e+006	8.41629e+006	7.45927e+006	6.494e+006	5.51203e+006	4.63014e+006	3.81117e+006	3.06378e+006	2.45414e+006	1.95475e+006	1.51962e+006	1.17526e+006	903010	684398	517110	398915	311970	240005	183803	139218	108338	86079.4	66867.9	54084.4	43050.3	35746.3	28694.1	24601.4	21704.4	20151.7	17904.4	16961.1	14738.3	14052.7	13291.1	13897.9	14062.5	11906	12482.8	12054.3	12161.8	12124.2	11160	11756.6	11205.8	11548.1	11345.6	11441.7	10142.4	9900.61	10196.4	10146.2	9622.88	7984.67	9050.89	8443.95	7754.32	7527.81	8670.46	6909.67	7769.61	6015.6	5706.12	6581.38	5148.92	5294.63	5287.62	5229.6	4282.58	5475.29	120	120	FALSE	1	None	3	0.3	0.3	0.3	10.2268	9581.11	14.3301	673.17	0.9		Normal Scan	6.03333	7.52082	1000	42.5285	44.9356	42.7519	42.9351	1.35473	4.5157e+006	
24	11/11/21	16:29:00						367.767	353.853	227.382	438.276	316.762	203.769	393.217	228.854	12603.6	104014	472143	1.16742e+006	1.59172e+006	1.96693e+006	2.49776e+006	3.07548e+006	3.77459e+006	4.53658e+006	5.42516e+006	6.41319e+006	7.30867e+006	8.18527e+006	8.91826e+006	9.7714e+006	1.0858e+007	1.17607e+007	1.22993e+007	1.27358e+007	1.29863e+007	1.34345e+007	1.37045e+007	1.36628e+007	1.32943e+007	1.26795e+007	1.20737e+007	1.13763e+007	1.05449e+007	9.60472e+006	8.63876e+006	7.61476e+006	6.54887e+006	5.5705e+006	4.69204e+006	3.86632e+006	3.17348e+006	2.56303e+006	2.03074e+006	1.59384e+006	1.24572e+006	974415	756614	575813	454605	349194	274219	217820	173835	140792	115547	94718.6	74426.7	59131.7	48446.7	41551.1	35088.6	28831.6	25833.4	22290.5	18028.5	18347.5	15978.5	15993	14646.5	13699.6	14245.1	13367.1	13300.3	12977.6	12852.3	13039.4	11956.1	11679	11792.6	11989.4	11516.7	10952.1	10878.6	9056.41	10311.2	9313.75	8233.36	8782.24	9291.17	8731.98	7337.24	8280.66	7320.77	7540.12	6308.51	6347.21	5420.89	6133.23	6109.1	5503.58	6940.55	4790.65	4466.47	120	120	FALSE	1	None	3	0.3	0.3	0.3	10.2268	9581.11	14.3301	673.17	0.9		Normal Scan	6.03333	7.52082	1000	42.7428	45.2251	42.9631	42.9351	1.36025	4.51006e+006	
25	11/11/21	16:36:35						0	0	0	109.569	0	0	98.3043	172.807	1631.64	6695.65	20628.8	34627.9	41753.9	52339.2	82752.5	127059	190141	296146	459244	686379	984111	1.38979e+006	1.89754e+006	2.51782e+006	3.29268e+006	4.19189e+006	5.37371e+006	6.83122e+006	8.73006e+006	1.11867e+007	1.45389e+007	1.95393e+007	2.37015e+007	2.8244e+007	3.57273e+007	4.6209e+007	5.50628e+007	6.40509e+007	7.19236e+007	7.72543e+007	8.15746e+007	8.40349e+007	8.52353e+007	8.57191e+007	8.50323e+007	8.34629e+007	8.08837e+007	7.73797e+007	7.26395e+007	6.77626e+007	6.2065e+007	5.61413e+007	5.10537e+007	4.50186e+007	3.93371e+007	3.37461e+007	2.86004e+007	2.4338e+007	2.04227e+007	1.78036e+007	1.53731e+007	1.33182e+007	1.06845e+007	7.93968e+006	6.66033e+006	5.52859e+006	4.63179e+006	3.8591e+006	3.21251e+006	2.66614e+006	2.19797e+006	1.81804e+006	1.49355e+006	1.22724e+006	1.0248e+006	848848	699418	584575	493875	421846	351876	310769	267059	233161	217926	188651	176765	158005	145902	144811	129453	128471	124886	120269	117962	114517	118099	109834	110870	108105	108215	107637	108847	111508	106755	108893	111108	120	120	FALSE	1	None	3	0.3	0.3	0.3	10.2268	9581.11	14.3301	673.17	0.9		Normal Scan	6.03333	7.52082	1000	71.4977	77.0634	73.014	68.539	1.37011	2.74332e+007	
26	11/11/21	16:40:38						4655.23	6367.15	5093.3	4462.61	4912.65	4240.87	3851.12	3986.2	3096.46	4606.26	19122.6	93471.6	232084	462454	765269	1.22623e+006	1.87105e+006	2.75648e+006	3.84104e+006	5.40825e+006	7.34845e+006	9.49478e+006	1.20435e+007	1.51457e+007	1.95413e+007	2.47631e+007	2.95419e+007	3.42389e+007	4.03504e+007	4.66301e+007	5.29251e+007	6.00197e+007	6.72241e+007	7.30058e+007	7.92414e+007	8.48183e+007	8.98294e+007	9.50013e+007	9.76029e+007	9.94317e+007	1.00092e+008	9.85764e+007	9.83217e+007	9.68005e+007	9.317e+007	8.93694e+007	8.48025e+007	8.05416e+007	7.47887e+007	6.81508e+007	6.24748e+007	5.60197e+007	4.84148e+007	4.21392e+007	3.67774e+007	3.10493e+007	2.64246e+007	2.2238e+007	1.88139e+007	1.60994e+007	1.36038e+007	1.11725e+007	7.98712e+006	6.63815e+006	5.49176e+006	4.57507e+006	3.83182e+006	3.21927e+006	2.75163e+006	2.36275e+006	2.01701e+006	1.72516e+006	1.47321e+006	1.26632e+006	1.09542e+006	945709	809747	706160	623928	553549	473546	417968	366712	317853	291236	255615	233038	209098	191349	175881	166043	148149	141260	137642	134004	128688	121697	120134	127020	121726	115606	112522	117430	108625	111218	114227	118351	120	120	FALSE	1	None	3	0.3	0.3	0.3	10.2268	9581.11	14.3301	673.17	0.9		Normal Scan	6.03333	7.52082	1000	63.4438	68.6281	64.2322	61.5265	1.42047	3.71548e+007	
27	11/11/21	16:44:38						5407.16	5643.67	5258.09	4206.12	5745.88	4801.9	4668.95	4080.57	4004.79	4813.67	20658.2	87827.1	212190	393328	715619	1.22212e+006	1.81208e+006	2.64797e+006	3.66164e+006	5.25195e+006	7.23132e+006	9.40105e+006	1.18011e+007	1.48843e+007	1.99557e+007	2.3791e+007	2.84903e+007	3.30355e+007	3.91201e+007	4.50721e+007	5.14798e+007	5.88342e+007	6.6432e+007	7.37926e+007	7.99346e+007	8.59917e+007	8.91402e+007	9.49197e+007	9.81499e+007	9.89513e+007	9.99152e+007	1.00071e+008	9.81898e+007	9.61988e+007	9.28438e+007	9.05533e+007	8.8341e+007	8.28155e+007	7.76733e+007	7.04193e+007	6.49132e+007	5.88491e+007	5.14945e+007	4.45466e+007	3.85116e+007	3.27324e+007	2.73749e+007	2.22938e+007	1.90004e+007	1.62718e+007	1.38651e+007	1.10669e+007	8.1156e+006	6.76504e+006	5.5968e+006	4.66497e+006	3.89655e+006	3.30119e+006	2.78577e+006	2.38576e+006	2.04922e+006	1.7508e+006	1.50714e+006	1.29814e+006	1.13336e+006	992340	865484	744100	645999	562450	487895	432124	374033	328966	301514	264855	238257	212359	197716	176449	166309	151229	142560	137476	133916	127128	122969	129413	120482	122168	118371	117334	122027	114013	114112	113606	114951	120	120	FALSE	1	None	3	0.3	0.3	0.3	10.2268	9581.11	14.3301	673.17	0.9		Normal Scan	6.03333	7.52082	1000	63.8676	69.032	64.6262	63.7804	1.41994	3.74792e+007	
28	11/11/21	17:00:42						0	0	0	0	0	0	0	1636.23	16763.3	74686.2	183448	262620	289150	326708	363311	430193	488524	556303	597437	660112	706965	743895	766818	781782	787339	788884	782444	758643	730779	690709	654004	596476	551520	484871	430485	386392	335721	295530	247310	218744	197149	173002	162612	151278	149332	146504	154996	159377	168138	168213	170460	168057	183148	185909	194136	198291	198804	196571	189094	179092	183115	179588	178707	173491	171581	166885	169601	157453	141697	132025	116576	106196	97613	90319.2	77293.5	71748.9	67334.9	56059.4	50749.1	46415.3	39696.7	33432.4	29784	24420.7	20375.7	17493.4	14691.4	12694.4	11926.2	10541.1	9432.3	8205.21	6598.54	5273.72	4482.95	4947.69	4196.02	3617.04	3363.28	3105.33	2916.76	3356.33	2179.6	1551.88	1813.31	1874.13	1533.06	120	120	FALSE	1	None	3	0.3	0.3	0.3	10.2268	9581.11	14.3301	673.17	0.9		Normal Scan	6.03333	7.52082	1000	40.6919	62.8432	49.4397	35.8664	1.87897	346911	
29	11/11/21	17:04:46						114.395	125.835	0	0	0	101.884	0	133.887	5786.82	35683.7	118654	235323	293281	321132	372837	440028	487838	558578	617591	670742	730012	763680	796771	823105	831171	816171	826489	803627	769260	737834	702161	621677	573893	512183	464785	398749	346559	300774	242722	196388	162960	134451	109180	90188	72426.5	62805.3	52855.4	47240.5	45865.1	45029.6	44150.6	49097.8	52454.9	55071.4	61825.3	66109.4	63756.5	64906.1	63082.1	64689.4	64919.1	65580.7	65637.4	66383.6	70929.4	70589.8	63848	58183.5	51787.7	47694.7	44772.4	43647.1	39677.2	40163.7	34840	31974.2	30790.2	26112.8	24716.7	21379.2	18759	17887.6	14386.1	12600.2	11054.9	9822.57	7477.37	7061.36	6231.16	4816.59	4640.97	4031.93	3504.05	2342.43	2570.33	1975.95	1637.68	2062.47	1229.39	1011.8	1264.96	824.796	548.758	828.458	1025.13	670.896	909.153	120	120	FALSE	1	None	3	0.3	0.3	0.3	10.2268	9581.11	14.3301	673.17	0.9		Normal Scan	6.03333	7.52082	1000	37.4066	49.0253	41.4371	34.5989	1.64386	295764	
30	11/11/21	17:08:46						122.589	0	113.691	0	0	0	0	172.807	5631.9	31480.5	119742	236456	272343	301204	356550	403774	465964	535101	598679	652920	711447	741681	792288	826642	834643	833107	837626	814810	788130	733436	696007	646819	579016	526385	461443	403057	344967	288695	236649	196752	160669	132440	98110.6	79075.2	62166.8	53262.9	39705.9	33629.4	27860.3	22934.5	19445.2	19052.8	18435.7	16143.7	15072.4	16285.8	17080.3	17516	19166	19254.9	18923.9	18905.5	19877.4	19162.7	20388.9	21621.4	22274.9	19766.6	18246.7	18019.7	16756	16714.4	13664.6	12558.2	11624.8	10624.3	9769.19	9213.42	8499.33	6512.12	6260.74	5896.45	4707.21	4358.92	4105.66	3284.6	2388.41	2206.82	2443.5	1596.84	1847.98	1408.07	1548.13	1046.21	959.986	1107.21	821.288	518.356	576.869	640.723	373.052	530.674	394.6	293.265	352.388	348.408	196.038	120	120	FALSE	1	None	3	0.3	0.3	0.3	10.2268	9581.11	14.3301	673.17	0.9		Normal Scan	6.03333	7.52082	1000	36.5907	41.8849	38.1643	37.1803	1.45397	273820	
31	11/11/21	17:22:38						0	0	0	0	0	0	0	1468.09	17874.8	71183.2	195251	275174	301091	335489	401734	465676	519092	585228	639754	694263	725002	762377	783097	811731	834207	819994	829668	805792	770028	724505	687108	629487	570570	515184	446832	389993	341249	286078	243281	196862	159604	126138	96095	75899.5	58546.5	44448.7	33688.7	24809.2	18012.9	13148.8	11009.7	7681.45	5946.1	4392.85	4457.4	2520.81	2264.01	1878.8	1649.04	1575.67	1300.55	1682.66	1528.97	1557.37	1263.8	1552.82	1176.54	1306.87	1195.01	1270.14	1404.7	1387.41	882.153	963.992	1037.14	1052.37	1191.4	623.684	800.584	497.839	453.856	649.191	664.598	500.841	572.951	459.049	576.719	557.021	594.826	552.483	349.348	369.898	268.716	211.201	247.33	199.513	255.74	310.516	312.16	117.645	109.745	167.053	113.904	57.8277	293.656	167.973	196.038	120	120	FALSE	1	None	3	0.3	0.3	0.3	10.2268	9581.11	14.3301	673.17	0.9		Normal Scan	6.03333	7.52082	1000	35.6763	37.9064	36.1255	34.5989	1.34392	271923	
32	11/11/21	17:26:41						0	0	113.691	0	105.587	0	0	228.854	6734.18	33084.9	118081	232565	266801	299774	356925	414038	469162	526565	582561	632628	683556	717603	767700	778672	803199	803163	803255	779854	745615	726934	669386	620989	574997	514364	443086	384118	338793	282038	236167	195730	161370	125459	100901	76714.8	58573.3	44954.7	32781	26388.4	17836.4	12097.3	10107.4	6877.8	6039.56	3780.24	3388.15	2546.91	1845.87	1600.09	1328.29	1648.21	1448.03	859.968	996.978	910.558	802.77	819.376	706.006	921.915	913.226	707.952	909.977	965.966	779.065	729.557	487.238	526.183	745.61	623.684	650.999	805.837	596.191	710.954	430.919	473.178	283.938	369.134	372.47	244.003	260.122	465.356	328.972	416.9	47.5916	282.079	157.559	249.635	205.571	574.298	105.883	216.339	109.745	179.406	101.27	57.8277	234.925	240.58	0	120	120	FALSE	1	None	3	0.3	0.3	0.3	10.2268	9581.11	14.3301	673.17	0.9		Normal Scan	6.03333	7.52082	1000	36.1556	38.3002	36.5916	37.1803	1.33558	258263	
33	11/11/21	17:30:41						0	0	0	0	0	0	0	0	4503.93	33501.5	111347	223340	256755	288871	337969	387715	445122	517743	546748	616055	655012	702334	735912	774412	800797	796528	785788	755863	718575	705309	646637	609234	551216	491468	445836	393061	332332	279547	231511	194801	158339	127234	97726.6	75552.8	58760	43437.1	31424.2	23485.6	17657.8	11787.7	9435.22	7245.6	4700.51	3477.31	2608.82	2598.24	2100.19	1519.98	1235.04	1127.32	791.662	841.328	761.752	1110	490.215	606.4	847.753	465.514	702.193	706.457	534.473	567.148	763.356	700.178	705.396	383.702	615.838	307.607	640.644	610.789	356.638	402.571	384.927	471.328	512.108	338.364	490.243	546.879	204.519	471.87	240.883	247.021	525.266	413.418	305.957	200.488	102.288	193.904	270.575	153.959	182.647	55.6842	166.792	211.832	141.437	120.29	0	120	120	FALSE	1	None	3	0.3	0.3	0.3	10.2268	9581.11	14.3301	673.17	0.9		Normal Scan	6.03333	7.52082	1000	36.2064	38.3612	36.6677	34.5989	1.33404	251221	
34	11/11/21	17:37:40						0	0	0	0	0	0	0	0	550.422	2750.72	10373.9	22047.1	35270.1	62584.8	98750	161104	265693	425796	628144	928592	1.29326e+006	1.76061e+006	2.32709e+006	3.02419e+006	3.93226e+006	5.14334e+006	6.81709e+006	8.94667e+006	1.14538e+007	1.46989e+007	2.03335e+007	2.72811e+007	3.47264e+007	4.16678e+007	4.91263e+007	5.65159e+007	6.36342e+007	6.99859e+007	7.52904e+007	7.91195e+007	8.27151e+007	8.48592e+007	8.64735e+007	8.72325e+007	8.60448e+007	8.48787e+007	8.20325e+007	7.79178e+007	7.39617e+007	6.93085e+007	6.39413e+007	5.80594e+007	5.22807e+007	4.52876e+007	3.97899e+007	3.44033e+007	2.96822e+007	2.52391e+007	2.13386e+007	1.82685e+007	1.5665e+007	1.34835e+007	1.14887e+007	8.64233e+006	6.97183e+006	5.82493e+006	4.81448e+006	4.05983e+006	3.35707e+006	2.80702e+006	2.33126e+006	1.95626e+006	1.58848e+006	1.3298e+006	1.09187e+006	901755	761563	628891	529068	444905	377979	330199	281188	246706	226693	204310	187737	174714	163140	153388	143582	136303	133604	127530	125798	122742	119502	119546	117919	114083	108599	116856	110730	113417	112050	117885	111077	120	120	FALSE	1	None	3	0.3	0.3	0.3	10.2268	9581.11	14.3301	673.17	0.9		Normal Scan	6.03333	7.52082	1000	70.3071	75.8844	71.6768	68.539	1.3826	2.93205e+007	
35	11/11/21	17:41:43						4609.46	7352.01	5548.74	4594.26	3719.48	3697.69	3906.77	3795.67	2470.84	4702.17	19734.5	80137.6	171727	359625	728512	1.21012e+006	1.77134e+006	2.51759e+006	3.50378e+006	4.77952e+006	6.30711e+006	8.38893e+006	1.10576e+007	1.39826e+007	1.80468e+007	2.29343e+007	2.62084e+007	3.15012e+007	3.65677e+007	4.20386e+007	4.87839e+007	5.61879e+007	6.3607e+007	6.992e+007	7.62508e+007	8.11178e+007	8.65002e+007	9.21015e+007	9.47032e+007	9.71351e+007	9.76244e+007	9.74844e+007	9.78043e+007	9.55771e+007	9.27485e+007	8.96086e+007	8.62922e+007	8.13183e+007	7.53228e+007	7.01178e+007	6.4786e+007	5.78784e+007	5.22832e+007	4.56753e+007	3.93687e+007	3.33594e+007	2.81747e+007	2.3063e+007	1.96024e+007	1.67354e+007	1.4327e+007	1.20925e+007	8.6265e+006	7.10279e+006	5.87576e+006	4.83659e+006	4.01021e+006	3.34878e+006	2.81725e+006	2.38614e+006	2.04304e+006	1.7584e+006	1.50259e+006	1.31268e+006	1.14192e+006	998972	879385	758483	661094	583144	509406	439422	394486	352650	307989	266385	244348	221379	199761	182561	171074	158818	149473	135816	132895	127003	126213	118720	120269	117608	117415	118154	116738	113133	108577	118570	114415	120	120	FALSE	1	None	3	0.3	0.3	0.3	10.2268	9581.11	14.3301	673.17	0.9		Normal Scan	6.03333	7.52082	1000	64.4593	69.6794	65.2141	66.1169	1.42111	3.66515e+007	
36	11/11/21	17:45:43						6273.47	5952.36	6842.52	5221.96	4427.88	5167.78	4237.33	4653.22	3538.62	4494.76	20345.6	86185.2	205939	397517	709771	1.17028e+006	1.76091e+006	2.47621e+006	3.48697e+006	4.8148e+006	6.59696e+006	8.74035e+006	1.11637e+007	1.40219e+007	1.83124e+007	2.31592e+007	2.66275e+007	3.1217e+007	3.6471e+007	4.33153e+007	5.01081e+007	5.67956e+007	6.35732e+007	6.96669e+007	7.64174e+007	8.10674e+007	8.60647e+007	9.06931e+007	9.36327e+007	9.47759e+007	9.70362e+007	9.69141e+007	9.69395e+007	9.61226e+007	9.38665e+007	9.0595e+007	8.68549e+007	8.27509e+007	7.7157e+007	7.17243e+007	6.5549e+007	5.95718e+007	5.25526e+007	4.56705e+007	3.98075e+007	3.37798e+007	2.83416e+007	2.36337e+007	2.00041e+007	1.69257e+007	1.39616e+007	1.19735e+007	8.52202e+006	7.05455e+006	5.8061e+006	4.80056e+006	3.97629e+006	3.28905e+006	2.7676e+006	2.32807e+006	2.00135e+006	1.73102e+006	1.4901e+006	1.30058e+006	1.13318e+006	998366	858553	747353	658346	581461	494997	444023	389164	343254	307564	267614	245273	222292	199855	179762	165594	159017	147003	140601	136030	128140	123955	125152	119895	118604	119803	116959	116310	111186	113904	113049	112877	120	120	FALSE	1	None	3	0.3	0.3	0.3	10.2268	9581.11	14.3301	673.17	0.9		Normal Scan	6.03333	7.52082	1000	64.6116	69.7104	65.2443	61.5265	1.42153	3.67912e+007	
